eta_frac,eta_percent,eta,c0,code,message
0.0388,3.88,29.6044,2.7,threshold_not_reached,Background peak does not exceed eta.
0.039,3.9,29.757,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0392,3.92,29.9096,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0394,3.94,30.0622,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0396,3.96,30.2148,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0398,3.98,30.3674,2.7,threshold_not_reached,Background peak does not exceed eta.
0.04,4,30.52,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0402,4.02,30.6726,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0404,4.04,30.8252,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0406,4.06,30.9778,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0408,4.08,31.1304,2.7,threshold_not_reached,Background peak does not exceed eta.
0.041,4.1,31.283,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0412,4.12,31.4356,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0414,4.14,31.5882,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0416,4.16,31.7408,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0418,4.18,31.8934,2.7,threshold_not_reached,Background peak does not exceed eta.
0.042,4.2,32.046,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0422,4.22,32.1986,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0424,4.24,32.3512,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0426,4.26,32.5038,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0428,4.28,32.6564,2.7,threshold_not_reached,Background peak does not exceed eta.
0.043,4.3,32.809,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0432,4.32,32.9616,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0434,4.34,33.1142,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0436,4.36,33.2668,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0438,4.38,33.4194,2.7,threshold_not_reached,Background peak does not exceed eta.
0.044,4.4,33.572,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0442,4.42,33.7246,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0444,4.44,33.8772,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0446,4.46,34.0298,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0448,4.48,34.1824,2.7,threshold_not_reached,Background peak does not exceed eta.
0.045,4.5,34.335,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0452,4.52,34.4876,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0454,4.54,34.6402,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0456,4.56,34.7928,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0458,4.58,34.9454,2.7,threshold_not_reached,Background peak does not exceed eta.
0.046,4.6,35.098,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0462,4.62,35.2506,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0464,4.64,35.4032,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0466,4.66,35.5558,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0468,4.68,35.7084,2.7,threshold_not_reached,Background peak does not exceed eta.
0.047,4.7,35.861,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0472,4.72,36.0136,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0474,4.74,36.1662,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0476,4.76,36.3188,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0478,4.78,36.4714,2.7,threshold_not_reached,Background peak does not exceed eta.
0.048,4.8,36.624,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0482,4.82,36.7766,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0484,4.84,36.9292,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0486,4.86,37.0818,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0488,4.88,37.2344,2.7,threshold_not_reached,Background peak does not exceed eta.
0.049,4.9,37.387,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0492,4.92,37.5396,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0494,4.94,37.6922,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0496,4.96,37.8448,2.7,threshold_not_reached,Background peak does not exceed eta.
0.0498,4.98,37.9974,2.7,threshold_not_reached,Background peak does not exceed eta.
0.05,5,38.15,2.7,threshold_not_reached,Background peak does not exceed eta.
0.017,1.7,12.971,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0172,1.72,13.1236,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0174,1.74,13.2762,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0176,1.76,13.4288,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0178,1.78,13.5814,2.8,threshold_not_reached,Background peak does not exceed eta.
0.018,1.8,13.734,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0182,1.82,13.8866,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0184,1.84,14.0392,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0186,1.86,14.1918,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0188,1.88,14.3444,2.8,threshold_not_reached,Background peak does not exceed eta.
0.019,1.9,14.497,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0192,1.92,14.6496,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0194,1.94,14.8022,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0196,1.96,14.9548,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0198,1.98,15.1074,2.8,threshold_not_reached,Background peak does not exceed eta.
0.02,2,15.26,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0202,2.02,15.4126,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0204,2.04,15.5652,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0206,2.06,15.7178,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0208,2.08,15.8704,2.8,threshold_not_reached,Background peak does not exceed eta.
0.021,2.1,16.023,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0212,2.12,16.1756,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0214,2.14,16.3282,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0216,2.16,16.4808,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0218,2.18,16.6334,2.8,threshold_not_reached,Background peak does not exceed eta.
0.022,2.2,16.786,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0222,2.22,16.9386,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0224,2.24,17.0912,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0226,2.26,17.2438,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0228,2.28,17.3964,2.8,threshold_not_reached,Background peak does not exceed eta.
0.023,2.3,17.549,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0232,2.32,17.7016,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0234,2.34,17.8542,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0236,2.36,18.0068,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0238,2.38,18.1594,2.8,threshold_not_reached,Background peak does not exceed eta.
0.024,2.4,18.312,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0242,2.42,18.4646,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0244,2.44,18.6172,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0246,2.46,18.7698,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0248,2.48,18.9224,2.8,threshold_not_reached,Background peak does not exceed eta.
0.025,2.5,19.075,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0252,2.52,19.2276,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0254,2.54,19.3802,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0256,2.56,19.5328,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0258,2.58,19.6854,2.8,threshold_not_reached,Background peak does not exceed eta.
0.026,2.6,19.838,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0262,2.62,19.9906,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0264,2.64,20.1432,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0266,2.66,20.2958,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0268,2.68,20.4484,2.8,threshold_not_reached,Background peak does not exceed eta.
0.027,2.7,20.601,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0272,2.72,20.7536,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0274,2.74,20.9062,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0276,2.76,21.0588,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0278,2.78,21.2114,2.8,threshold_not_reached,Background peak does not exceed eta.
0.028,2.8,21.364,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0282,2.82,21.5166,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0284,2.84,21.6692,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0286,2.86,21.8218,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0288,2.88,21.9744,2.8,threshold_not_reached,Background peak does not exceed eta.
0.029,2.9,22.127,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0292,2.92,22.2796,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0294,2.94,22.4322,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0296,2.96,22.5848,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0298,2.98,22.7374,2.8,threshold_not_reached,Background peak does not exceed eta.
0.03,3,22.89,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0302,3.02,23.0426,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0304,3.04,23.1952,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0306,3.06,23.3478,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0308,3.08,23.5004,2.8,threshold_not_reached,Background peak does not exceed eta.
0.031,3.1,23.653,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0312,3.12,23.8056,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0314,3.14,23.9582,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0316,3.16,24.1108,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0318,3.18,24.2634,2.8,threshold_not_reached,Background peak does not exceed eta.
0.032,3.2,24.416,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0322,3.22,24.5686,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0324,3.24,24.7212,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0326,3.26,24.8738,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0328,3.28,25.0264,2.8,threshold_not_reached,Background peak does not exceed eta.
0.033,3.3,25.179,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0332,3.32,25.3316,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0334,3.34,25.4842,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0336,3.36,25.6368,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0338,3.38,25.7894,2.8,threshold_not_reached,Background peak does not exceed eta.
0.034,3.4,25.942,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0342,3.42,26.0946,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0344,3.44,26.2472,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0346,3.46,26.3998,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0348,3.48,26.5524,2.8,threshold_not_reached,Background peak does not exceed eta.
0.035,3.5,26.705,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0352,3.52,26.8576,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0354,3.54,27.0102,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0356,3.56,27.1628,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0358,3.58,27.3154,2.8,threshold_not_reached,Background peak does not exceed eta.
0.036,3.6,27.468,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0362,3.62,27.6206,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0364,3.64,27.7732,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0366,3.66,27.9258,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0368,3.68,28.0784,2.8,threshold_not_reached,Background peak does not exceed eta.
0.037,3.7,28.231,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0372,3.72,28.3836,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0374,3.74,28.5362,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0376,3.76,28.6888,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0378,3.78,28.8414,2.8,threshold_not_reached,Background peak does not exceed eta.
0.038,3.8,28.994,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0382,3.82,29.1466,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0384,3.84,29.2992,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0386,3.86,29.4518,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0388,3.88,29.6044,2.8,threshold_not_reached,Background peak does not exceed eta.
0.039,3.9,29.757,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0392,3.92,29.9096,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0394,3.94,30.0622,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0396,3.96,30.2148,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0398,3.98,30.3674,2.8,threshold_not_reached,Background peak does not exceed eta.
0.04,4,30.52,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0402,4.02,30.6726,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0404,4.04,30.8252,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0406,4.06,30.9778,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0408,4.08,31.1304,2.8,threshold_not_reached,Background peak does not exceed eta.
0.041,4.1,31.283,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0412,4.12,31.4356,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0414,4.14,31.5882,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0416,4.16,31.7408,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0418,4.18,31.8934,2.8,threshold_not_reached,Background peak does not exceed eta.
0.042,4.2,32.046,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0422,4.22,32.1986,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0424,4.24,32.3512,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0426,4.26,32.5038,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0428,4.28,32.6564,2.8,threshold_not_reached,Background peak does not exceed eta.
0.043,4.3,32.809,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0432,4.32,32.9616,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0434,4.34,33.1142,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0436,4.36,33.2668,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0438,4.38,33.4194,2.8,threshold_not_reached,Background peak does not exceed eta.
0.044,4.4,33.572,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0442,4.42,33.7246,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0444,4.44,33.8772,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0446,4.46,34.0298,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0448,4.48,34.1824,2.8,threshold_not_reached,Background peak does not exceed eta.
0.045,4.5,34.335,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0452,4.52,34.4876,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0454,4.54,34.6402,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0456,4.56,34.7928,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0458,4.58,34.9454,2.8,threshold_not_reached,Background peak does not exceed eta.
0.046,4.6,35.098,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0462,4.62,35.2506,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0464,4.64,35.4032,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0466,4.66,35.5558,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0468,4.68,35.7084,2.8,threshold_not_reached,Background peak does not exceed eta.
0.047,4.7,35.861,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0472,4.72,36.0136,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0474,4.74,36.1662,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0476,4.76,36.3188,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0478,4.78,36.4714,2.8,threshold_not_reached,Background peak does not exceed eta.
0.048,4.8,36.624,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0482,4.82,36.7766,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0484,4.84,36.9292,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0486,4.86,37.0818,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0488,4.88,37.2344,2.8,threshold_not_reached,Background peak does not exceed eta.
0.049,4.9,37.387,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0492,4.92,37.5396,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0494,4.94,37.6922,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0496,4.96,37.8448,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0498,4.98,37.9974,2.8,threshold_not_reached,Background peak does not exceed eta.
0.05,5,38.15,2.8,threshold_not_reached,Background peak does not exceed eta.
0.0224,2.24,17.0912,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0226,2.26,17.2438,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0228,2.28,17.3964,2.9,threshold_not_reached,Background peak does not exceed eta.
0.023,2.3,17.549,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0232,2.32,17.7016,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0234,2.34,17.8542,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0236,2.36,18.0068,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0238,2.38,18.1594,2.9,threshold_not_reached,Background peak does not exceed eta.
0.024,2.4,18.312,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0242,2.42,18.4646,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0244,2.44,18.6172,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0246,2.46,18.7698,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0248,2.48,18.9224,2.9,threshold_not_reached,Background peak does not exceed eta.
0.025,2.5,19.075,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0252,2.52,19.2276,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0254,2.54,19.3802,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0256,2.56,19.5328,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0258,2.58,19.6854,2.9,threshold_not_reached,Background peak does not exceed eta.
0.026,2.6,19.838,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0262,2.62,19.9906,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0264,2.64,20.1432,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0266,2.66,20.2958,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0268,2.68,20.4484,2.9,threshold_not_reached,Background peak does not exceed eta.
0.027,2.7,20.601,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0272,2.72,20.7536,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0274,2.74,20.9062,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0276,2.76,21.0588,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0278,2.78,21.2114,2.9,threshold_not_reached,Background peak does not exceed eta.
0.028,2.8,21.364,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0282,2.82,21.5166,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0284,2.84,21.6692,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0286,2.86,21.8218,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0288,2.88,21.9744,2.9,threshold_not_reached,Background peak does not exceed eta.
0.029,2.9,22.127,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0292,2.92,22.2796,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0294,2.94,22.4322,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0296,2.96,22.5848,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0298,2.98,22.7374,2.9,threshold_not_reached,Background peak does not exceed eta.
0.03,3,22.89,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0302,3.02,23.0426,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0304,3.04,23.1952,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0306,3.06,23.3478,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0308,3.08,23.5004,2.9,threshold_not_reached,Background peak does not exceed eta.
0.031,3.1,23.653,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0312,3.12,23.8056,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0314,3.14,23.9582,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0316,3.16,24.1108,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0318,3.18,24.2634,2.9,threshold_not_reached,Background peak does not exceed eta.
0.032,3.2,24.416,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0322,3.22,24.5686,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0324,3.24,24.7212,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0326,3.26,24.8738,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0328,3.28,25.0264,2.9,threshold_not_reached,Background peak does not exceed eta.
0.033,3.3,25.179,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0332,3.32,25.3316,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0334,3.34,25.4842,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0336,3.36,25.6368,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0338,3.38,25.7894,2.9,threshold_not_reached,Background peak does not exceed eta.
0.034,3.4,25.942,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0342,3.42,26.0946,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0344,3.44,26.2472,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0346,3.46,26.3998,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0348,3.48,26.5524,2.9,threshold_not_reached,Background peak does not exceed eta.
0.035,3.5,26.705,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0352,3.52,26.8576,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0354,3.54,27.0102,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0356,3.56,27.1628,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0358,3.58,27.3154,2.9,threshold_not_reached,Background peak does not exceed eta.
0.036,3.6,27.468,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0362,3.62,27.6206,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0364,3.64,27.7732,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0366,3.66,27.9258,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0368,3.68,28.0784,2.9,threshold_not_reached,Background peak does not exceed eta.
0.037,3.7,28.231,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0372,3.72,28.3836,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0374,3.74,28.5362,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0376,3.76,28.6888,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0378,3.78,28.8414,2.9,threshold_not_reached,Background peak does not exceed eta.
0.038,3.8,28.994,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0382,3.82,29.1466,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0384,3.84,29.2992,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0386,3.86,29.4518,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0388,3.88,29.6044,2.9,threshold_not_reached,Background peak does not exceed eta.
0.039,3.9,29.757,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0392,3.92,29.9096,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0394,3.94,30.0622,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0396,3.96,30.2148,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0398,3.98,30.3674,2.9,threshold_not_reached,Background peak does not exceed eta.
0.04,4,30.52,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0402,4.02,30.6726,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0404,4.04,30.8252,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0406,4.06,30.9778,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0408,4.08,31.1304,2.9,threshold_not_reached,Background peak does not exceed eta.
0.041,4.1,31.283,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0412,4.12,31.4356,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0414,4.14,31.5882,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0416,4.16,31.7408,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0418,4.18,31.8934,2.9,threshold_not_reached,Background peak does not exceed eta.
0.042,4.2,32.046,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0422,4.22,32.1986,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0424,4.24,32.3512,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0426,4.26,32.5038,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0428,4.28,32.6564,2.9,threshold_not_reached,Background peak does not exceed eta.
0.043,4.3,32.809,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0432,4.32,32.9616,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0434,4.34,33.1142,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0436,4.36,33.2668,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0438,4.38,33.4194,2.9,threshold_not_reached,Background peak does not exceed eta.
0.044,4.4,33.572,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0442,4.42,33.7246,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0444,4.44,33.8772,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0446,4.46,34.0298,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0448,4.48,34.1824,2.9,threshold_not_reached,Background peak does not exceed eta.
0.045,4.5,34.335,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0452,4.52,34.4876,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0454,4.54,34.6402,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0456,4.56,34.7928,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0458,4.58,34.9454,2.9,threshold_not_reached,Background peak does not exceed eta.
0.046,4.6,35.098,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0462,4.62,35.2506,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0464,4.64,35.4032,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0466,4.66,35.5558,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0468,4.68,35.7084,2.9,threshold_not_reached,Background peak does not exceed eta.
0.047,4.7,35.861,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0472,4.72,36.0136,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0474,4.74,36.1662,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0476,4.76,36.3188,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0478,4.78,36.4714,2.9,threshold_not_reached,Background peak does not exceed eta.
0.048,4.8,36.624,2.9,threshold_not_reached,Background peak does not exceed eta.
0.0482,4.82,36.7766,2.9,threshold_not_reached,Background peak does not exceed eta.
